Virus Strain Name,Accession_ID,Lineage,Sample_Collection_Date,country,province,city
SARS-CoV-2/human/CHN/BJCDC-1274/2023,EPI_ISL_17785162,BF.7.14.4,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1276/2023,EPI_ISL_17785163,FL.4,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1277/2023,EPI_ISL_17785164,BA.5.2.48,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1278/2023,EPI_ISL_17785165,DY.2,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1280/2023,EPI_ISL_17785166,FL.4,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1281/2023,EPI_ISL_17785167,DY.4,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1282/2023,EPI_ISL_17785168,XBB.1.9.6,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1283/2023,EPI_ISL_17785169,XBB.1.5.24,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1284/2023,EPI_ISL_17785170,DY.2,4/22/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1285/2023,EPI_ISL_17785171,BF.7.14,4/22/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1286/2023,EPI_ISL_17785172,FL.2,4/22/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1287/2023,EPI_ISL_17785173,FU.1,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1288/2023,EPI_ISL_17785174,FR.1,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1289/2023,EPI_ISL_17785175,FU.1,4/26/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1290/2023,EPI_ISL_17785176,XBB.1.19.1,4/28/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1291/2023,EPI_ISL_17785177,DY.2,4/28/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1292/2023,EPI_ISL_17785178,BF.7.14.5,4/28/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1293/2023,EPI_ISL_17785179,XBB.1.9.1,4/28/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1294/2023,EPI_ISL_17785180,DY.2,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1296/2023,EPI_ISL_17785182,FE.1.1,4/25/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1298/2023,EPI_ISL_17785184,XBB.1.19.1,4/27/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1301/2023,EPI_ISL_17785185,DY.2,4/20/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1302/2023,EPI_ISL_17785186,DY.2,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1303/2023,EPI_ISL_17785187,BF.7.14,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1305/2023,EPI_ISL_17785189,XBB.1.19.1,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1306/2023,EPI_ISL_17785190,DY.4,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1307/2023,EPI_ISL_17785191,XBB.1.19.1,4/22/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1309/2023,EPI_ISL_17785193,XBB.1.9.1,4/22/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1316/2023,EPI_ISL_17785194,BF.7.14.5,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1318/2023,EPI_ISL_17785195,XBB.2.3.2,4/20/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1320/2023,EPI_ISL_17785197,XBB.1.9.1,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1321/2023,EPI_ISL_17785198,XBB.1.9.1,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1322/2023,EPI_ISL_17785199,XBB.1.9.1,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1329/2023,EPI_ISL_17785200,BF.7.14,4/20/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1330/2023,EPI_ISL_17785201,DY.2,4/20/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1332/2023,EPI_ISL_17785203,BF.7.14,4/20/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1334/2023,EPI_ISL_17785205,XBB.1.5.24,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1335/2023,EPI_ISL_17785206,DY.2,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1337/2023,EPI_ISL_17785208,XBB.2.3.6,4/21/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1339/2023,EPI_ISL_17785210,XBB.1.5.21,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1340/2023,EPI_ISL_17785211,EG.4,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1342/2023,EPI_ISL_17785213,DY.2,4/23/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1343/2023,EPI_ISL_17785214,XBB.1.5.24,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1344/2023,EPI_ISL_17785215,XBB.1.19.1,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1345/2023,EPI_ISL_17785216,XBB.1.18.1,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1346/2023,EPI_ISL_17785217,XBB.1.5.24,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1347/2023,EPI_ISL_17785218,XBB.1.5.24,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1348/2023,EPI_ISL_17785219,DY.4,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BJCDC-1349/2023,EPI_ISL_17785220,DY.4,4/24/2023,China,Beijing,
SARS-CoV-2/human/CHN/BTCDC145/2023,EPI_ISL_17785221,DY.4,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC146/2023,EPI_ISL_17785222,DY.4,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC147/2023,EPI_ISL_17785223,DY.4,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC148/2023,EPI_ISL_17785224,BA.5.2,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC149/2023,EPI_ISL_17785225,DY.4,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC150/2023,EPI_ISL_17785226,BA.5.2,4/16/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC151/2023,EPI_ISL_17785227,DY.4,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC152/2023,EPI_ISL_17785228,DY.2,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC153/2023,EPI_ISL_17785229,DY.4,4/11/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC154/2023,EPI_ISL_17785230,DY.4,4/11/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC155/2023,EPI_ISL_17785231,BA.5.2,4/14/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC156/2023,EPI_ISL_17785232,DY.2,4/10/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC157/2023,EPI_ISL_17785233,FL.4,4/10/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC158/2023,EPI_ISL_17785234,DY.2,4/10/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC159/2023,EPI_ISL_17785235,DY.2,4/15/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC160/2023,EPI_ISL_17785236,DY.2,4/13/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC161/2023,EPI_ISL_17785237,DY.4,4/13/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC162/2023,EPI_ISL_17785238,DY.4,4/13/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC164/2023,EPI_ISL_17785240,XBB.1.9.1,5/15/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC166/2023,EPI_ISL_17785242,XBB.1.5,5/16/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC167/2023,EPI_ISL_17785243,XBB.1.16,5/17/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC168/2023,EPI_ISL_17785244,XBB.1.9.1,5/18/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC169/2023,EPI_ISL_17785245,FL.12,5/18/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC170/2023,EPI_ISL_17785246,FL.4,5/18/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC171/2023,EPI_ISL_17785247,FL.4,5/19/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC172/2023,EPI_ISL_17785248,XBB.1.5,5/19/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC173/2023,EPI_ISL_17785249,XBB.1.9.1,5/19/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC174/2023,EPI_ISL_17785250,EU.1.1,5/19/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC175/2023,EPI_ISL_17785251,EG.5.1,5/19/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC176/2023,EPI_ISL_17785252,XBB.1.5,5/20/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC177/2023,EPI_ISL_17785253,XBB.1.5,5/26/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC179/2023,EPI_ISL_17785255,XBB.1.9.1,5/26/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC180/2023,EPI_ISL_17785256,XBB.1.9.1,5/22/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC182/2023,EPI_ISL_17785258,EG.5.1,5/24/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC183/2023,EPI_ISL_17785259,XBB.1.9.1,5/27/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC185/2023,EPI_ISL_17785261,FL.4,5/24/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC186/2023,EPI_ISL_17785262,FY.3,5/27/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC188/2023,EPI_ISL_17785264,FU.1,5/29/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC189/2023,EPI_ISL_17785265,FL.4,5/28/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC190/2023,EPI_ISL_17785266,XBB.1.5,5/26/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/BTCDC191/2023,EPI_ISL_17785267,XBB.1.9.1,5/24/2023,China,Xinjiang corps,
SARS-CoV-2/human/CHN/MCDC23191/2023,EPI_ISL_17785299,FY.3,4/24/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23192/2023,EPI_ISL_17785300,FY.3,4/24/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23193/2023,EPI_ISL_17785301,FY.3,4/23/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23202/2023,EPI_ISL_17785302,FY.3,4/19/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23203/2023,EPI_ISL_17785303,FY.3,4/19/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23204/2023,EPI_ISL_17785304,FY.3,4/19/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23205/2023,EPI_ISL_17785305,FY.3,4/20/2023,China,Anhui,
SARS-CoV-2/human/CHN/MCDC23206/2023,EPI_ISL_17785306,FY.3,4/22/2023,China,Anhui,
hCoV-19/Qinghai/QCDC-ETYY-241/2023,EPI_ISL_17785313,FY.3,5/23/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HB2Y-107/2023,EPI_ISL_17785317,XBB.1.22.1,6/2/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HNZYY-90/2023,EPI_ISL_17785322,FL.2,6/3/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HSZ-278/2023,EPI_ISL_17785323,FL.4,6/4/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HSZ-283/2023,EPI_ISL_17785324,EG.2,6/4/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HSZ-291/2023,EPI_ISL_17785325,FL.2,6/3/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HNYY-16/2023,EPI_ISL_17785326,FL.2,6/2/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HXZYY-109/2023,EPI_ISL_17785327,XBB.1.9.1,5/26/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HXZYY-68/2023,EPI_ISL_17785329,FL.2,5/19/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HXZYY-77/2023,EPI_ISL_17785330,FL.2,5/21/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-HXZYY-89/2023,EPI_ISL_17785331,FL.2,5/22/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-QHS4Y-237/2023,EPI_ISL_17785334,FL.4,6/4/2023,China,Qinghai,
hCoV-19/Qinghai/QCDC-QHSYY-460/2023,EPI_ISL_17785337,FL.2,5/30/2023,China,Qinghai,
SARS-CoV-2/human/CHN/SXCDC-0376/2023,EPI_ISL_17785339,XBB.1.9.1,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0377/2023,EPI_ISL_17785340,XBB.1.9.1,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0378/2023,EPI_ISL_17785341,FL.4,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0381/2023,EPI_ISL_17785344,XBB.1.16.2,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0382/2023,EPI_ISL_17785345,FL.2,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0383/2023,EPI_ISL_17785346,FR.1,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0384/2023,EPI_ISL_17785347,XBB.1.9.1,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0385/2023,EPI_ISL_17785348,XBB.1.9.1,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0386/2023,EPI_ISL_17785349,XBB.1.16,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0387/2023,EPI_ISL_17785350,FL.2,5/9/2023,China,Shanxi,
SARS-CoV-2/human/CHN/SXCDC-0388/2023,EPI_ISL_17785351,FL.4,5/9/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ023/2023,EPI_ISL_17785352,FY.3,5/29/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ024/2023,EPI_ISL_17785353,EG.2,5/24/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ025/2023,EPI_ISL_17785354,XBB.1.16,5/31/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ027/2023,EPI_ISL_17785356,FL.4,5/29/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ028/2023,EPI_ISL_17785357,EG.5.1,5/29/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ029/2023,EPI_ISL_17785358,XBB.1.5.24,5/29/2023,China,Shanxi,
hCoV-19/Shanxi/SZCDC-SZ030/2023,EPI_ISL_17785359,FY.3,5/29/2023,China,Shanxi,
SARS-CoV-2/human/CHN/TLCDC-17/2023,EPI_ISL_17785360,XBB.1.11.1,4/22/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-18/2023,EPI_ISL_17785361,FU.1,5/3/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-19/2023,EPI_ISL_17785362,XBB.1.5,5/3/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-20/2023,EPI_ISL_17785363,XBB.1.5,5/3/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-21/2023,EPI_ISL_17785364,XBB.1.5.24,5/5/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-22/2023,EPI_ISL_17785365,FY.3,5/5/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-23/2023,EPI_ISL_17785366,FY.3,5/5/2023,China,Anhui,
SARS-CoV-2/human/CHN/TLCDC-24/2023,EPI_ISL_17785367,FY.3,5/5/2023,China,Anhui,
hCoV-19/Inner Mongolia/NMCDC-BT-001/2023,EPI_ISL_17785497,BF.7.14,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-057/2023,EPI_ISL_17785498,BF.7.14,3/23/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-058/2023,EPI_ISL_17785499,BF.7.14.1,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-059/2023,EPI_ISL_17785500,BF.7.14.1,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-060/2023,EPI_ISL_17785501,BF.7.14.1,3/22/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-061/2023,EPI_ISL_17785502,BF.7.14,3/26/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-062/2023,EPI_ISL_17785503,BF.7.14.4,3/26/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-063/2023,EPI_ISL_17785504,BF.7.14,3/24/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-BT-064/2023,EPI_ISL_17785505,BF.7.14.4,3/18/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-065/2023,EPI_ISL_17785506,BF.7.14,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-067/2023,EPI_ISL_17785508,BA.5.2.48,3/22/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-071/2023,EPI_ISL_17785512,BF.7.14,3/22/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-072/2023,EPI_ISL_17785513,DY.1,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-001/2022,EPI_ISL_17785514,DY.1,12/19/2022,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-001/2023,EPI_ISL_17785515,BF.7.14,3/3/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-002/2022,EPI_ISL_17785516,DY.1,12/19/2022,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-002/2023,EPI_ISL_17785517,DY.1,3/31/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-003/2022,EPI_ISL_17785518,BF.7.14,12/19/2022,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-080/2023,EPI_ISL_17785521,BF.7.14,3/9/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-081/2023,EPI_ISL_17785522,BF.7.14,3/10/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-082/2023,EPI_ISL_17785523,DY.1,3/13/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-084/2023,EPI_ISL_17785525,DY.1,3/5/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-085/2023,EPI_ISL_17785526,DY.1,3/15/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-086/2023,EPI_ISL_17785527,BF.7.14,3/13/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ED-087/2023,EPI_ISL_17785528,BF.7.14,3/12/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ELH-005/2023,EPI_ISL_17785529,BF.7.14,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-ELH-006/2023,EPI_ISL_17785530,DY.2,3/23/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HH-001/2023,EPI_ISL_17785531,DY.2,3/25/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HH-020/2023,EPI_ISL_17785532,BF.7.14,1/3/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-007/2023,EPI_ISL_17785533,BF.7.14,3/15/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-008/2023,EPI_ISL_17785534,BF.7.14,3/16/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-021/2023,EPI_ISL_17785536,BF.7.14,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-023/2023,EPI_ISL_17785538,BF.7.14,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-025/2023,EPI_ISL_17785540,BF.7.14,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-026/2023,EPI_ISL_17785541,BA.5.2.48,3/18/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-028/2023,EPI_ISL_17785543,BF.7.14,3/17/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-029/2023,EPI_ISL_17785544,BF.7.14,3/19/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-030/2023,EPI_ISL_17785545,BF.7.14,3/17/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-031/2023,EPI_ISL_17785546,BF.7.14,3/17/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-032/2023,EPI_ISL_17785547,BF.7.14,3/14/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-033/2023,EPI_ISL_17785548,BF.7.14,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-035/2023,EPI_ISL_17785550,BF.7.14,3/25/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-036/2023,EPI_ISL_17785551,BF.7.14,3/23/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-037/2023,EPI_ISL_17785552,DY.2,3/26/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-038/2023,EPI_ISL_17785553,DY.2,3/25/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-039/2023,EPI_ISL_17785554,DY.2,3/25/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-040/2023,EPI_ISL_17785555,BF.7.14.5,3/26/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HHH-041/2023,EPI_ISL_17785556,BF.7.14,3/19/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-042/2023,EPI_ISL_17785557,DY.2,3/13/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-043/2023,EPI_ISL_17785558,XBB.1.5.24,3/13/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-044/2023,EPI_ISL_17785559,DY.2,3/14/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-045/2023,EPI_ISL_17785560,DY.2,3/15/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-046/2023,EPI_ISL_17785561,BF.7.14,3/16/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-047/2023,EPI_ISL_17785562,XBB.1.5.24,3/16/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-001/2023,EPI_ISL_17785565,BF.7.14,3/19/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-002/2023,EPI_ISL_17785566,XBB.1.5.24,3/20/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-003/2023,EPI_ISL_17785567,XBB.1.5.24,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-006/2023,EPI_ISL_17785570,XBB.1.5.24,3/11/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-007/2023,EPI_ISL_17785571,DY.2,3/7/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-008/2023,EPI_ISL_17785572,DY.2,3/7/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-009/2023,EPI_ISL_17785573,DY.2,3/7/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-010/2023,EPI_ISL_17785574,DY.1,3/9/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-HLB-011/2023,EPI_ISL_17785575,DY.2,3/13/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-001/2023,EPI_ISL_17785576,BF.7.14,3/27/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-002/2023,EPI_ISL_17785577,BF.7.14.1,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-003/2023,EPI_ISL_17785578,BF.7.14,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-005/2023,EPI_ISL_17785580,BF.7.14,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-006/2023,EPI_ISL_17785581,DY.2,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-007/2023,EPI_ISL_17785582,BA.5.2.50,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-008/2023,EPI_ISL_17785583,BF.7.14,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-010/2023,EPI_ISL_17785585,DY.2,3/21/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-011/2023,EPI_ISL_17785586,DY.2,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-012/2023,EPI_ISL_17785587,DY.2,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-013/2023,EPI_ISL_17785588,BA.5.2.50,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-014/2023,EPI_ISL_17785589,DY.2,3/27/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-015/2023,EPI_ISL_17785590,DY.2,3/27/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-016/2023,EPI_ISL_17785591,BF.7.14,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-017/2023,EPI_ISL_17785592,BF.7.14,3/28/2023,China,Inner Mongolia,
hCoV-19/Inner Mongolia/NMCDC-TG-018/2023,EPI_ISL_17785593,BF.7.14,3/28/2023,China,Inner Mongolia,
