Virus_Strain_Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
hCoV-19/Hong Kong/VB23028413/2023	EPI_ISL_17539426	FR.1.2	4/6/2023	China	Hong Kong		BA.2.75*	4/6/2023
hCoV-19/Hong Kong/VB23026416/2023	EPI_ISL_17539413	CH.1.1.11	4/3/2023	China	Hong Kong		BA.2.75*	4/3/2023
hCoV-19/Henan/XCDC-BY21027/2023	EPI_ISL_17536944	BF.7.14	3/21/2023	China	Henan	Xuchang	BF.7.14*	3/21/2023
hCoV-19/Shanghai/SCDC-2485/2023	EPI_ISL_17536935	DY.2	4/11/2023	China	Shanghai		BA.5.2.48*	4/11/2023
hCoV-19/Shanghai/SCDC-2475/2023	EPI_ISL_17536926	BF.7.14.1	4/1/2023	China	Shanghai		BF.7.14*	4/1/2023
hCoV-19/Sichuan/MYCDC-XGCX069/2023	EPI_ISL_17536878	BF.7.14	4/4/2023	China	Sichuan	Mianyang	BF.7.14*	4/4/2023
hCoV-19/Sichuan/GACDC-1823008/2023	EPI_ISL_17536873	DY.4	4/6/2023	China	Sichuan	Guang'an	BA.5.2.48*	4/6/2023
hCoV-19/Sichuan/CDCDC-CX573/2023	EPI_ISL_17536872	DY.2	4/7/2023	China	Sichuan	Chengdu	BA.5.2.48*	4/7/2023
hCoV-19/Sichuan/SCDC-01175/2023	EPI_ISL_17495527	BF.7.14.1	1/12/2023	China	Sichuan	Chengdu	BF.7.14*	1/12/2023
hCoV-19/Jiangxi/NCCDC-082/2023	EPI_ISL_17494915	BF.7.14	2/22/2023	China	Jiangxi	Nanchang	BF.7.14*	2/22/2023
hCoV-19/Jiangxi/NCCDC-085/2023	EPI_ISL_17494912	BF.7.14	2/18/2023	China	Jiangxi	Nanchang	BF.7.14*	2/18/2023
hCoV-19/Jiangxi/NCCDC-081/2023	EPI_ISL_17494442	BF.7.14	2/26/2023	China	Jiangxi	Nanchang	BF.7.14*	2/26/2023
hCoV-19/Xinjiang/XXCDC-2112/2023	EPI_ISL_17494356	DY.4	3/21/2023	China	Xinjiang		BA.5.2.48*	3/21/2023
hCoV-19/Jiangxi/NCCDC-105/2023	EPI_ISL_17494208	DY.2	3/18/2023	China	Jiangxi	Nanchang	BA.5.2.48*	3/18/2023
hCoV-19/Jiangxi/NCCDC-106/2023	EPI_ISL_17494207	DY.2	3/26/2023	China	Jiangxi	Nanchang	BA.5.2.48*	3/26/2023
hCoV-19/Sichuan/SCDC-00380/2023	EPI_ISL_17494190	DY.1	3/8/2023	China	Sichuan	Chengdu	BA.5.2.48*	3/8/2023
hCoV-19/Sichuan/SCDC-00347/2023	EPI_ISL_17493966	BF.7.14.6	3/2/2023	China	Sichuan	Chengdu	BF.7.14*	3/2/2023
hCoV-19/Sichuan/SCDC-020/2022	EPI_ISL_17493158	DY.1	12/13/2022	China	Sichuan	Chengdu	BA.5.2.48*	12/13/2022
hCoV-19/Sichuan/SCDC-0073/2023	EPI_ISL_17493147	BF.7.14.4	2/10/2023	China	Sichuan	Chengdu	BF.7.14*	2/10/2023
hCoV-19/Qinghai/QCDC-HSZ-109/2023	EPI_ISL_17493034	DZ.2	4/2/2023	China	Qinghai		Others	4/2/2023
hCoV-19/Qinghai/QCDC-HSZ-110/2023	EPI_ISL_17493033	DZ.2	4/2/2023	China	Qinghai		Others	4/2/2023
hCoV-19/Sichuan/SCDC-034/2023	EPI_ISL_17492943	BF.7.14	2/25/2023	China	Sichuan	Chengdu	BF.7.14*	2/25/2023
hCoV-19/Sichuan/SCDC-0139/2023	EPI_ISL_17492890	BF.7.14.1	1/12/2023	China	Sichuan	Chengdu	BF.7.14*	1/12/2023
hCoV-19/Sichuan/SCDC-006/2022	EPI_ISL_17492859	BF.7.14	12/30/2022	China	Sichuan	Chengdu	BF.7.14*	12/30/2022
hCoV-19/Sichuan/SCDC-0130/2022	EPI_ISL_17492840	DY.4	12/27/2022	China	Sichuan	Chengdu	BA.5.2.48*	12/27/2022
hCoV-19/Hebei/HCDC-0189/2023	EPI_ISL_17490607	DZ.1	3/12/2023	China	Hebei	Shijiazhuang	Others	3/12/2023
hCoV-19/Hebei/HCDC-045/2023	EPI_ISL_17490598	DZ.1	3/6/2023	China	Hebei	Shijiazhuang	Others	3/6/2023
hCoV-19/Hebei/HCDC-042/2023	EPI_ISL_17490597	BF.7.14.1	3/9/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/9/2023
hCoV-19/Hebei/HCDC-036/2023	EPI_ISL_17490590	BF.7.14	3/14/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/14/2023
hCoV-19/Hebei/HCDC-010/2023	EPI_ISL_17490586	DZ.1	3/12/2023	China	Hebei	Shijiazhuang	Others	3/12/2023
hCoV-19/Hebei/HCDC-025/2023	EPI_ISL_17490583	DZ.1	3/13/2023	China	Hebei	Shijiazhuang	Others	3/13/2023
hCoV-19/Hebei/HCDC-081/2023	EPI_ISL_17490570	BF.7.14.1	3/20/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/20/2023
hCoV-19/Hebei/HCDC-077/2023	EPI_ISL_17490568	BF.7.14.1	3/21/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/21/2023
hCoV-19/Hebei/HCDC-063/2023	EPI_ISL_17490567	BF.7.14.1	3/20/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/20/2023
hCoV-19/Hebei/HCDC-0220/2023	EPI_ISL_17490556	BF.7.14.1	3/2/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/2/2023
hCoV-19/Hebei/HCDC-0210/2023	EPI_ISL_17490548	BF.7.14	3/14/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/14/2023
hCoV-19/Hebei/HCDC-0276/2023	EPI_ISL_17490536	BF.7.14.1	3/14/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/14/2023
hCoV-19/Hebei/HCDC-0240/2023	EPI_ISL_17490523	BF.7.14	3/23/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/23/2023
hCoV-19/Hebei/HCDC-0179/2023	EPI_ISL_17490512	BF.7.14.1	3/9/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/9/2023
hCoV-19/Hebei/HCDC-0180/2023	EPI_ISL_17490510	DY.2	3/10/2023	China	Hebei	Shijiazhuang	BA.5.2.48*	3/10/2023
hCoV-19/Hebei/HCDC-0164/2023	EPI_ISL_17490494	FL.2.4	3/25/2023	China	Hebei	Shijiazhuang	XBB.1.9.1*	3/25/2023
hCoV-19/Hebei/HCDC-0133/2023	EPI_ISL_17490489	BF.7.14.1	3/23/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/23/2023
hCoV-19/Hebei/HCDC-0104/2023	EPI_ISL_17490458	BF.7.14	3/21/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/21/2023
hCoV-19/Hebei/HCDC-083/2023	EPI_ISL_17490456	FL.2	3/11/2023	China	Hebei	Shijiazhuang	XBB.1.9.1*	3/11/2023
hCoV-19/Hebei/HCDC-092/2023	EPI_ISL_17490455	FL.2	3/11/2023	China	Hebei	Shijiazhuang	XBB.1.9.1*	3/11/2023
hCoV-19/Hebei/HCDC-080/2023	EPI_ISL_17490448	DZ.1	3/7/2023	China	Hebei	Shijiazhuang	Others	3/7/2023
hCoV-19/Hebei/HCDC-0229/2023	EPI_ISL_17490431	BF.7.14.1	3/17/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/17/2023
hCoV-19/Hebei/HCDC-0213/2023	EPI_ISL_17490428	BF.7.14.1	3/19/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/19/2023
hCoV-19/Hebei/HCDC-0247/2023	EPI_ISL_17490407	BF.7.14.1	3/10/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/10/2023
hCoV-19/Hebei/HCDC-0127/2023	EPI_ISL_17490396	BF.7.14.1	3/16/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/16/2023
hCoV-19/Hebei/HCDC-0112/2023	EPI_ISL_17490388	BF.7.14	3/27/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/27/2023
hCoV-19/Hebei/HCDC-0159/2023	EPI_ISL_17490378	DZ.1	3/7/2023	China	Hebei	Shijiazhuang	Others	3/7/2023
hCoV-19/Hebei/HCDC-0167/2023	EPI_ISL_17490374	DZ.1	3/10/2023	China	Hebei	Shijiazhuang	Others	3/10/2023
hCoV-19/Hebei/HCDC-0137/2023	EPI_ISL_17490366	DY.2	3/10/2023	China	Hebei	Shijiazhuang	BA.5.2.48*	3/10/2023
hCoV-19/Hebei/HCDC-021/2023	EPI_ISL_17490343	BF.7.14	3/26/2023	China	Hebei	Shijiazhuang	BF.7.14*	3/26/2023
hCoV-19/Guangdong/GDCDC-072/2023	EPI_ISL_17489916	BN.1.2.6	2/20/2023	China	Guangdong	Guangzhou	BA.2.75*	2/20/2023
hCoV-19/Guangdong/GDCDC-080/2023	EPI_ISL_17489914	BN.1.2.6	2/21/2023	China	Guangdong	Guangzhou	BA.2.75*	2/21/2023
hCoV-19/Guangdong/GDCDC-085/2023	EPI_ISL_17489910	BN.1.2.6	2/17/2023	China	Guangdong	Guangzhou	BA.2.75*	2/17/2023
hCoV-19/Guangdong/GDCDC-070/2023	EPI_ISL_17489880	DZ.1	1/25/2023	China	Guangdong	Guangzhou	Others	1/25/2023
hCoV-19/Guangdong/GDCDC-08/2023	EPI_ISL_17489868	BF.7.14.6	1/30/2023	China	Guangdong	Guangzhou	BF.7.14*	1/30/2023
hCoV-19/Guangdong/GDCDC-014/2023	EPI_ISL_17489864	BF.7.14.6	2/7/2023	China	Guangdong	Guangzhou	BF.7.14*	2/7/2023
hCoV-19/Guangdong/GDCDC-030/2023	EPI_ISL_17489850	BN.1.3.10	1/29/2023	China	Guangdong	Guangzhou	BA.2.75*	1/29/2023
hCoV-19/Guangdong/GDCDC-0155/2023	EPI_ISL_17489837	BN.1.3.9	2/21/2023	China	Guangdong	Guangzhou	BA.2.75*	2/21/2023
hCoV-19/Guangdong/GDCDC-0119/2023	EPI_ISL_17489812	DY.2	1/17/2023	China	Guangdong	Guangzhou	BA.5.2.48*	1/17/2023
hCoV-19/Guangdong/GDCDC-0166/2023	EPI_ISL_17489796	BF.7.14.1	2/7/2023	China	Guangdong	Guangzhou	BF.7.14*	2/7/2023
hCoV-19/Guangdong/GDCDC-092/2023	EPI_ISL_17489792	DY.2	2/7/2023	China	Guangdong	Guangzhou	BA.5.2.48*	2/7/2023
hCoV-19/Fujian/FCDC-FJ122374/2022	EPI_ISL_17489648	BA.5.1.32	12/5/2022	China	Fujian	Fuzhou	Others	12/5/2022
hCoV-19/Fujian/FCDC-FJ01S062/2023	EPI_ISL_17489576	DY.1.1	1/6/2023	China	Fujian	Fuzhou	BA.5.2.48*	1/6/2023
hCoV-19/Fujian/FCDC-FJ01S064/2023	EPI_ISL_17489574	BF.7.14.1	1/6/2023	China	Fujian	Fuzhou	BF.7.14*	1/6/2023
hCoV-19/Fujian/FCDC-FJ01S095/2023	EPI_ISL_17489548	BF.7.14	1/14/2023	China	Fujian	Fuzhou	BF.7.14*	1/14/2023
hCoV-19/Fujian/FCDC-FJFZLG5258/2022	EPI_ISL_17489531	BF.7.14.1	12/2/2022	China	Fujian	Fuzhou	BF.7.14*	12/2/2022
hCoV-19/Fujian/FCDC-FJFZLG5272/2022	EPI_ISL_17489518	BF.7.14.1	12/4/2022	China	Fujian	Fuzhou	BF.7.14*	12/4/2022
hCoV-19/Fujian/FCDC-FJFZLG5281/2022	EPI_ISL_17489513	BA.5.1.32	12/5/2022	China	Fujian	Fuzhou	Others	12/5/2022
hCoV-19/Fujian/FCDC-FJFZLG5282/2022	EPI_ISL_17489512	DZ.1	12/5/2022	China	Fujian	Fuzhou	Others	12/5/2022
hCoV-19/Fujian/FCDC-FJFZLG5285/2022	EPI_ISL_17489509	BF.7.14.1	12/5/2022	China	Fujian	Fuzhou	BF.7.14*	12/5/2022
hCoV-19/Fujian/FCDC-FJLY2663/2022	EPI_ISL_17489488	BF.7.14.1	12/24/2022	China	Fujian	Fuzhou	BF.7.14*	12/24/2022
hCoV-19/Fujian/FCDC-FJLY2670/2022	EPI_ISL_17489487	BF.7.14.1	12/23/2022	China	Fujian	Fuzhou	BF.7.14*	12/23/2022
hCoV-19/Fujian/FCDC-FJNP0120/2023	EPI_ISL_17489475	BF.7.14	1/12/2023	China	Fujian	Fuzhou	BF.7.14*	1/12/2023
hCoV-19/Fujian/FCDC-FJZZ071/2023	EPI_ISL_17489444	BF.7.14.1	1/11/2023	China	Fujian	Fuzhou	BF.7.14*	1/11/2023
hCoV-19/Sichuan/SCDC-0438/2023	EPI_ISL_17489293	XBB.1.5	3/11/2023	China	Sichuan	Chengdu	XBB.1.5*	3/11/2023
hCoV-19/Sichuan/SCDC-0443/2023	EPI_ISL_17489291	FL.37	3/11/2023	China	Sichuan	Chengdu	XBB.1.9.1*	3/11/2023
hCoV-19/Sichuan/SCDC-0107/2023	EPI_ISL_17489257	DY.4	3/13/2023	China	Sichuan	Yibin	BA.5.2.48*	3/13/2023
hCoV-19/Sichuan/SCDC-0108/2023	EPI_ISL_17489256	BF.7.14.4	3/13/2023	China	Sichuan	Yibin	BF.7.14*	3/13/2023
hCoV-19/Sichuan/SCDC-0153/2023	EPI_ISL_17489241	DY.1	3/12/2023	China	Sichuan	Zigong	BA.5.2.48*	3/12/2023
hCoV-19/Sichuan/SCDC-0154/2023	EPI_ISL_17489240	BF.7.14.5	3/14/2023	China	Sichuan	Zigong	BF.7.14*	3/14/2023
hCoV-19/Sichuan/SCDC-0155/2023	EPI_ISL_17489239	BF.7.14	3/14/2023	China	Sichuan	Zigong	BF.7.14*	3/14/2023
hCoV-19/Fujian/FCDC-FZLG00529-2/2023	EPI_ISL_17489214	DY.4	2/15/2023	China	Fujian	Fuzhou	BA.5.2.48*	2/15/2023
hCoV-19/Fujian/FCDC-QZBF001/2023	EPI_ISL_17489162	BF.7.14	2/16/2023	China	Fujian	Fuzhou	BF.7.14*	2/16/2023
hCoV-19/Fujian/FCDC-QZBF004/2023	EPI_ISL_17489159	BF.7.14	2/16/2023	China	Fujian	Fuzhou	BF.7.14*	2/16/2023
hCoV-19/Fujian/FCDC-QZBF011/2023	EPI_ISL_17489152	BF.7.14.5	2/16/2023	China	Fujian	Fuzhou	BF.7.14*	2/16/2023
hCoV-19/Fujian/FCDC-QZBF014/2023	EPI_ISL_17489151	BF.7.14	2/16/2023	China	Fujian	Fuzhou	BF.7.14*	2/16/2023
hCoV-19/Fujian/FCDC-QZBF025/2023	EPI_ISL_17489141	BF.7.14	2/16/2023	China	Fujian	Fuzhou	BF.7.14*	2/16/2023
hCoV-19/Fujian/FCDC-FJ-03S014/2023	EPI_ISL_17489074	BN.1.3.10	3/3/2023	China	Fujian	Fuzhou	BA.2.75*	3/3/2023
hCoV-19/Fujian/FCDC-FJ-03S021/2023	EPI_ISL_17489067	DY.4	3/3/2023	China	Fujian	Fuzhou	BA.5.2.48*	3/3/2023
hCoV-19/Fujian/FCDC-FJ-03S051/2023	EPI_ISL_17489046	BN.1.3.10	3/10/2023	China	Fujian	Fuzhou	BA.2.75*	3/10/2023
hCoV-19/Fujian/FCDC-FJ-BF058/2023	EPI_ISL_17489042	DY.1.1	3/1/2023	China	Fujian	Fuzhou	BA.5.2.48*	3/1/2023
hCoV-19/Fujian/FCDC-FJ-SM0520/2023	EPI_ISL_17488993	BF.7.14	3/7/2023	China	Fujian	Fuzhou	BF.7.14*	3/7/2023
hCoV-19/Fujian/FCDC-FJ-ZZ-376/2023	EPI_ISL_17488987	BF.7.14	2/27/2023	China	Fujian	Fuzhou	BF.7.14*	2/27/2023
hCoV-19/Fujian/FCDC-FJ-ZZ-438/2023	EPI_ISL_17488985	BF.7.14.4	3/1/2023	China	Fujian	Fuzhou	BF.7.14*	3/1/2023
hCoV-19/Fujian/FCDC-FJ-ZZ-501/2023	EPI_ISL_17488984	BF.7.14	3/13/2023	China	Fujian	Fuzhou	BF.7.14*	3/13/2023
hCoV-19/Henan/XCDC-030815/2023	EPI_ISL_17488878	BF.7.14	3/7/2023	China	Henan		BF.7.14*	3/7/2023
hCoV-19/Fujian/FCDC-QZ01RB025/2023	EPI_ISL_17488683	DY.1.1	1/3/2023	China	Fujian	Fuzhou	BA.5.2.48*	1/3/2023
hCoV-19/Fujian/FCDC-QZ01S130/2023	EPI_ISL_17488636	BA.5.2.48	1/19/2023	China	Fujian	Fuzhou	BA.5.2.48*	1/19/2023
hCoV-19/Fujian/FCDC-QZ01S156/2023	EPI_ISL_17488612	BF.7.14.1	1/29/2023	China	Fujian	Fuzhou	BF.7.14*	1/29/2023
hCoV-19/Fujian/FCDC-QZ01S160/2023	EPI_ISL_17488605	BF.7.14	2/1/2023	China	Fujian	Fuzhou	BF.7.14*	2/1/2023
hCoV-19/Fujian/FCDC-QZ02S008/2023	EPI_ISL_17488573	BF.7.14	2/2/2023	China	Fujian	Fuzhou	BF.7.14*	2/2/2023
hCoV-19/Fujian/FCDC-QZ02S022/2023	EPI_ISL_17488557	BF.7.14.1	2/13/2023	China	Fujian	Fuzhou	BF.7.14*	2/13/2023
hCoV-19/Fujian/FCDC-QZ02S027/2023	EPI_ISL_17488549	DZ.1	2/9/2023	China	Fujian	Fuzhou	Others	2/9/2023
hCoV-19/Fujian/FCDC-QZ02S033/2023	EPI_ISL_17488543	DZ.1	2/9/2023	China	Fujian	Fuzhou	Others	2/9/2023
hCoV-19/Fujian/FCDC-SM0230/2023	EPI_ISL_17488525	DZ.1	1/30/2023	China	Fujian	Fuzhou	Others	1/30/2023
hCoV-19/Fujian/FCDC-XM020801/2023	EPI_ISL_17488484	BF.7.14.1	2/1/2023	China	Fujian	Fuzhou	BF.7.14*	2/1/2023
hCoV-19/Fujian/FCDC-XM020804/2023	EPI_ISL_17488482	BA.5.2.48	2/1/2023	China	Fujian	Fuzhou	BA.5.2.48*	2/1/2023
hCoV-19/Fujian/FCDC-XM020811/2023	EPI_ISL_17488475	BF.7.14.1	2/1/2023	China	Fujian	Fuzhou	BF.7.14*	2/1/2023
hCoV-19/Fujian/FCDC-ZZ06/2023	EPI_ISL_17488466	DY.1.1	2/14/2023	China	Fujian	Fuzhou	BA.5.2.48*	2/14/2023
hCoV-19/Fujian/FCDC-ZZ289-2/2023	EPI_ISL_17488464	BF.7.14.1	2/13/2023	China	Fujian	Fuzhou	BF.7.14*	2/13/2023
hCoV-19/Fujian/FCDC-ZZ101/2023	EPI_ISL_17488448	DY.1.1	1/16/2023	China	Fujian	Fuzhou	BA.5.2.48*	1/16/2023
hCoV-19/Hubei/HCDC-WH0129/2022	EPI_ISL_17487826	BF.7.14	12/14/2022	China	Hubei	Wuhan	BF.7.14*	12/14/2022
hCoV-19/Hubei/HCDC-WH0168/2022	EPI_ISL_17487822	BF.7.14.1	12/18/2022	China	Hubei	Wuhan	BF.7.14*	12/18/2022
hCoV-19/Hubei/HCDC-WH0204/2022	EPI_ISL_17487814	BF.7.14	12/20/2022	China	Hubei	Wuhan	BF.7.14*	12/20/2022
hCoV-19/Hubei/HCDC-WH0341/2022	EPI_ISL_17487779	BF.7.14.1	12/27/2022	China	Hubei	Wuhan	BF.7.14*	12/27/2022
hCoV-19/Hubei/HCDC-WH0402/2022	EPI_ISL_17487764	BF.7.14	12/29/2022	China	Hubei	Wuhan	BF.7.14*	12/29/2022
hCoV-19/Hubei/HCDC-WH0477/2023	EPI_ISL_17487747	BF.7.14	1/5/2023	China	Hubei	Wuhan	BF.7.14*	1/5/2023
hCoV-19/Hubei/HCDC-WH0514/2023	EPI_ISL_17487717	BF.7.14	1/9/2023	China	Hubei	Wuhan	BF.7.14*	1/9/2023
hCoV-19/Hubei/HCDC-WH0778/2023	EPI_ISL_17487697	BF.7.14	3/10/2023	China	Hubei	Wuhan	BF.7.14*	3/10/2023
hCoV-19/Hubei/HCDC-WH0064/2022	EPI_ISL_17487692	BA.5.2.49	12/3/2022	China	Hubei	Wuhan	Others	12/3/2022
hCoV-19/Hubei/HCDC-WH0065/2022	EPI_ISL_17487691	BA.5.2.49	12/3/2022	China	Hubei	Wuhan	Others	12/3/2022
hCoV-19/Hubei/HCDC-WH0066/2022	EPI_ISL_17487690	BA.5.2.49	12/3/2022	China	Hubei	Wuhan	Others	12/3/2022
hCoV-19/Hubei/HCDC-WH0067/2022	EPI_ISL_17487689	BA.5.2.49	12/3/2022	China	Hubei	Wuhan	Others	12/3/2022
hCoV-19/Hubei/HCDC-WH0068/2022	EPI_ISL_17487688	BA.5.2.49	12/3/2022	China	Hubei	Wuhan	Others	12/3/2022
hCoV-19/Hubei/HCDC-WH0681/2023	EPI_ISL_17487587	DY.2	2/13/2023	China	Hubei	Wuhan	BA.5.2.48*	2/13/2023
hCoV-19/Hubei/HCDC-WH0683/2023	EPI_ISL_17487585	DY.2	2/13/2023	China	Hubei	Wuhan	BA.5.2.48*	2/13/2023
hCoV-19/Hubei/HCDC-WH0722/2023	EPI_ISL_17487568	DY.4	2/21/2023	China	Hubei	Wuhan	BA.5.2.48*	2/21/2023
hCoV-19/Hubei/HCDC-WH0805/2023	EPI_ISL_17487556	DY.4	3/7/2023	China	Hubei	Wuhan	BA.5.2.48*	3/7/2023
hCoV-19/Hubei/HCDC-WH0806/2023	EPI_ISL_17487555	DY.4	3/7/2023	China	Hubei	Wuhan	BA.5.2.48*	3/7/2023
hCoV-19/Hubei/HCDC-0751/2023	EPI_ISL_17487448	XBB.1.5	3/5/2023	China	Hubei	Jingzhou	XBB.1.5*	3/5/2023
hCoV-19/Hubei/HCDC-0674/2023	EPI_ISL_17487342	BF.7.14.5	1/31/2023	China	Hubei	Suizhou	BF.7.14*	1/31/2023
hCoV-19/Hubei/HCDC-WH0360/2022	EPI_ISL_17487249	BF.7.14.1	12/27/2022	China	Hubei	Wuhan	BF.7.14*	12/27/2022
hCoV-19/Hubei/HCDC-0071/2022	EPI_ISL_17487136	BF.7.14.1	12/4/2022	China	Hubei	Xiaogan	BF.7.14*	12/4/2022
hCoV-19/Hubei/HCDC-0481/2023	EPI_ISL_17487112	BF.7.14	1/5/2023	China	Hubei	Xiaogan	BF.7.14*	1/5/2023
hCoV-19/Hubei/HCDC-0768/2023	EPI_ISL_17487042	XBB.1.5.23	3/2/2023	China	Hubei	Yichang	XBB.1.5*	3/2/2023
hCoV-19/Hubei/HCDC-0769/2023	EPI_ISL_17487041	XBB.1.5.23	3/2/2023	China	Hubei	Yichang	XBB.1.5*	3/2/2023
hCoV-19/Hong Kong/VB23023558/2023	EPI_ISL_17433577	CH.1.1	3/29/2023	China	Hong Kong		BA.2.75*	3/29/2023
hCoV-19/Hong Kong/VB23021096/2023	EPI_ISL_17433554	XBF	3/15/2023	China	Hong Kong		Others	3/15/2023
hCoV-19/Shanghai/FU-FDEK46/2022	EPI_ISL_17371247	DY.4	12/28/2022	China	Shanghai		BA.5.2.48*	12/28/2022
hCoV-19/Shanghai/FU-FDEK43/2022	EPI_ISL_17371245	DY.4	12/28/2022	China	Shanghai		BA.5.2.48*	12/28/2022
hCoV-19/Taiwan/CDC-F78666/2023	EPI_ISL_17323612	XBB.1.5.78	2/24/2023	China	Taiwan		XBB.1.5*	2/24/2023
hCoV-19/Taiwan/CDC-F78662/2023	EPI_ISL_17323611	FD.3	2/25/2023	China	Taiwan		XBB.1.5*	2/25/2023
hCoV-19/Taiwan/CDC-F78673/2023	EPI_ISL_17323603	XBB.1.5	2/23/2023	China	Taiwan		XBB.1.5*	2/23/2023
hCoV-19/Sichuan/CDCDC-230443/2023	EPI_ISL_17309115	FL.37	3/11/2023	China	Sichuan	Chengdu	XBB.1.9.1*	3/11/2023
hCoV-19/Sichuan/CDCDC-230438/2023	EPI_ISL_17309113	XBB.1.5	3/11/2023	China	Sichuan	Chengdu	XBB.1.5*	3/11/2023
hCoV-19/Sichuan/YBCDC-230107/2023	EPI_ISL_17309098	DY.4	3/13/2023	China	Sichuan	Yibin	BA.5.2.48*	3/13/2023
hCoV-19/Sichuan/ZGCDC-0155/2023	EPI_ISL_17309088	BF.7.14	3/14/2023	China	Sichuan	Zigong	BF.7.14*	3/14/2023
hCoV-19/Sichuan/ZGCDC-0154/2023	EPI_ISL_17309087	BF.7.14.5	3/14/2023	China	Sichuan	Zigong	BF.7.14*	3/14/2023
hCoV-19/Taiwan/CDC-F79105/2023	EPI_ISL_17308730	BN.1.1	2/17/2023	China	Taiwan		BA.2.75*	2/17/2023
hCoV-19/Jiangsu/YCCDC-159/2023	EPI_ISL_17307403	FL.2.1	3/22/2023	China	Jiangsu	Yancheng	XBB.1.9.1*	3/22/2023
hCoV-19/Jiangsu/SZCDC-300/2023	EPI_ISL_17307399	BF.7.14.1	3/18/2023	China	Jiangsu	Suzhou	BF.7.14*	3/18/2023
hCoV-19/Jiangsu/SZCDC-299/2023	EPI_ISL_17307398	BF.7.14.1	3/27/2023	China	Jiangsu	Suzhou	BF.7.14*	3/27/2023
hCoV-19/Jiangsu/YCCDC-156/2023	EPI_ISL_17307387	DY.2	3/11/2023	China	Jiangsu	Yancheng	BA.5.2.48*	3/11/2023
hCoV-19/Jiangsu/NTCDC-083/2023	EPI_ISL_17307361	DY.4	3/19/2023	China	Jiangsu	Nantong	BA.5.2.48*	3/19/2023
hCoV-19/Jiangsu/NTCDC-082/2023	EPI_ISL_17307360	DY.4	3/19/2023	China	Jiangsu	Nantong	BA.5.2.48*	3/19/2023
hCoV-19/Jiangsu/NTCDC-079/2023	EPI_ISL_17307359	DY.4	3/19/2023	China	Jiangsu	Nantong	BA.5.2.48*	3/19/2023
hCoV-19/Jiangsu/NTCDC-078/2023	EPI_ISL_17307358	BF.7.14.1	3/19/2023	China	Jiangsu	Nantong	BF.7.14*	3/19/2023
hCoV-19/Hong Kong/VK23009604/2023	EPI_ISL_17295417	CH.1.1.3	3/2/2023	China	Hong Kong		BA.2.75*	3/2/2023
hCoV-19/Hong Kong/VB23019778/2023	EPI_ISL_17295415	XBF	3/13/2023	China	Hong Kong		Others	3/13/2023
hCoV-19/Hong Kong/VB23019777/2023	EPI_ISL_17295414	XBF	3/13/2023	China	Hong Kong		Others	3/13/2023
hCoV-19/Hong Kong/VB23019166/2023	EPI_ISL_17295409	XBF	3/10/2023	China	Hong Kong		Others	3/10/2023
hCoV-19/Hong Kong/VB23018746/2023	EPI_ISL_17295405	BN.1.3.10	3/9/2023	China	Hong Kong		BA.2.75*	3/9/2023
hCoV-19/Hong Kong/VB23018741/2023	EPI_ISL_17295404	BN.1.3.5	3/9/2023	China	Hong Kong		BA.2.75*	3/9/2023
hCoV-19/Hong Kong/VB23017609/2023	EPI_ISL_17295400	XBF	3/3/2023	China	Hong Kong		Others	3/3/2023
hCoV-19/Taiwan/CDC-F78701/2023	EPI_ISL_17289384	FR.1	3/2/2023	China	Taiwan		BA.2.75*	3/2/2023
hCoV-19/Taiwan/CDC-F79108/2023	EPI_ISL_17283538	BN.1.1	2/21/2023	China	Taiwan		BA.2.75*	2/21/2023
hCoV-19/Taiwan/CDC-F78712/2023	EPI_ISL_17283536	BA.5.2.57	2/27/2023	China	Taiwan		Others	2/27/2023
hCoV-19/Taiwan/CDC-F78706/2023	EPI_ISL_17283532	BN.1.2	3/1/2023	China	Taiwan		BA.2.75*	3/1/2023
hCoV-19/Taiwan/CDC-F78700/2023	EPI_ISL_17281709	BN.1.3	1/17/2023	China	Taiwan		BA.2.75*	1/17/2023
hCoV-19/Taiwan/NCKUH-061023000908/2023	EPI_ISL_17280364	FB.1	3/6/2023	China	Taiwan	Tainan	Others	3/6/2023
hCoV-19/Taiwan/NCKUH-061023000890/2023	EPI_ISL_17280338	FB.1	3/9/2023	China	Taiwan	Tainan	Others	3/9/2023
