strain,lineage,country,province,date
EPI_ISL_17729780,XBB.1.22.1,China,Anhui,5/2/2023
EPI_ISL_17697683,XBB.1.9.1,China,Guangdong,5/2/2023
EPI_ISL_17697965,XBB.2.3,China,Guangdong,5/2/2023
EPI_ISL_17698098,BN.1.2,China,Guangdong,5/2/2023
EPI_ISL_17652439,DY.1,China,Gansu,5/2/2023
EPI_ISL_17645647,DY.2,China,Heilongjiang,5/2/2023
EPI_ISL_18095815,GF.1,China,Hubei,5/3/2023
EPI_ISL_18095809,XBB.1.16,China,Hubei,5/3/2023
EPI_ISL_18095808,GF.1,China,Hubei,5/3/2023
EPI_ISL_18009909,FL.5,China,Beijing,5/3/2023
EPI_ISL_18009751,FL.13.1,China,Beijing,5/3/2023
EPI_ISL_18009749,EG.5.1.1,China,Beijing,5/3/2023
EPI_ISL_18009747,BF.7.14.1,China,Beijing,5/3/2023
EPI_ISL_17794973,XBB.1.9.1,China,Jiangxi,5/3/2023
EPI_ISL_17794972,XBB.1.9.1,China,Jiangxi,5/3/2023
EPI_ISL_17794880,FY.3,China,Jiangxi,5/3/2023
EPI_ISL_17794828,XBB.1.5.42,China,Jiangxi,5/3/2023
EPI_ISL_17714262,XBB.1.9.1,China,Zhejiang,5/3/2023
EPI_ISL_17714261,XBB.1.16.1,China,Zhejiang,5/3/2023
EPI_ISL_17714257,XBB.1.16,China,Zhejiang,5/3/2023
EPI_ISL_17712557,BN.1.2.3,China,Taiwan,5/3/2023
EPI_ISL_17696975,XBB.1.9.1,China,Henan,5/3/2023
EPI_ISL_17696879,XBB.1.22.1,China,Shanghai,5/3/2023
EPI_ISL_17696878,BN.1.2,China,Shanghai,5/3/2023
EPI_ISL_17684470,DY.2,China,Henan,5/3/2023
EPI_ISL_17684149,XBB.1.9.1,China,Sichuan,5/3/2023
EPI_ISL_17684109,BN.1.2.3,China,Sichuan,5/3/2023
EPI_ISL_17678446,XBB.1.5,China,Shanghai,5/3/2023
EPI_ISL_17678422,BF.7.14,China,Shanghai,5/3/2023
EPI_ISL_17678393,BF.7.14.2,China,Shanghai,5/3/2023
EPI_ISL_17678382,DY.1,China,Shanghai,5/3/2023
EPI_ISL_17678379,BF.7.14,China,Shanghai,5/3/2023
EPI_ISL_17678376,BF.7.14,China,Shanghai,5/3/2023
EPI_ISL_17664595,XBB.1.9.1,China,Sichuan,5/3/2023
EPI_ISL_17664594,XBB.1.9.1,China,Sichuan,5/3/2023
EPI_ISL_17664586,XBB.1.9.1,China,Sichuan,5/3/2023
EPI_ISL_17664580,XBB.1.9.1,China,Sichuan,5/3/2023
EPI_ISL_17646000,XBB.1.16,China,Shanghai,5/3/2023
EPI_ISL_17645754,XBB.2.3,China,Shanghai,5/3/2023
EPI_ISL_17625409,XBB.1.22.1,China,Hubei,5/3/2023
EPI_ISL_17850661,BF.7.14,China,Others,5/3/2023
EPI_ISL_17795663,FR.1,China,Jiangsu,5/3/2023
EPI_ISL_17784890,FR.1,China,Anhui,5/3/2023
EPI_ISL_17714397,DY.1,China,Yunnan,5/3/2023
EPI_ISL_17697601,XBL,China,Guangdong,5/3/2023
EPI_ISL_17697602,XBL,China,Guangdong,5/3/2023
EPI_ISL_17697841,EG.1,China,Guangdong,5/3/2023
EPI_ISL_17697929,XBB.1.16,China,Guangdong,5/3/2023
EPI_ISL_17698312,EG.1,China,Guangdong,5/3/2023
EPI_ISL_17698053,BN.1.3.9,China,Guangdong,5/3/2023
EPI_ISL_17698294,BN.1.3.9,China,Guangdong,5/3/2023
EPI_ISL_17697594,XBL,China,Guangdong,5/3/2023
EPI_ISL_17698106,XBB.1.22.1,China,Guangdong,5/3/2023
EPI_ISL_17684063,BN.1,China,Yunnan,5/3/2023
EPI_ISL_17684062,BN.1.2,China,Yunnan,5/3/2023
EPI_ISL_17645680,XBB.1.9.1,China,Heilongjiang,5/3/2023
EPI_ISL_17645660,BF.7.14,China,Heilongjiang,5/3/2023
EPI_ISL_17645643,XBB.1.5,China,Heilongjiang,5/3/2023
EPI_ISL_17620285,XBB.1.5,China,Anhui,5/3/2023
EPI_ISL_18009883,EG.5.1,China,Beijing,5/4/2023
EPI_ISL_18009810,XBB.1.9.6,China,Beijing,5/4/2023
EPI_ISL_18009808,XBB.2.3,China,Beijing,5/4/2023
EPI_ISL_18009803,XBB.1.9.6,China,Beijing,5/4/2023
EPI_ISL_18009743,FL.13.1,China,Beijing,5/4/2023
EPI_ISL_18009740,GF.1,China,Beijing,5/4/2023
EPI_ISL_17794841,XBB.1.9.1,China,Jiangxi,5/4/2023
EPI_ISL_17794825,FY.3,China,Jiangxi,5/4/2023
EPI_ISL_17794793,FR.1,China,Jiangxi,5/4/2023
EPI_ISL_17794369,FL.2,China,Jiangxi,5/4/2023
EPI_ISL_17730007,XBB.1.16,China,Others,5/4/2023
EPI_ISL_17729995,XBB.1.16,China,Others,5/4/2023
EPI_ISL_17725437,DY.4,China,Shanghai,5/4/2023
EPI_ISL_17725347,DY.2,China,Shanghai,5/4/2023
EPI_ISL_17696976,XBB.1.5,China,Henan,5/4/2023
EPI_ISL_17689448,XBB.1.9.1,China,Fujian,5/4/2023
EPI_ISL_17689392,XBB.1.9.1,China,Fujian,5/4/2023
EPI_ISL_17689347,XBB.1.5.24,China,Fujian,5/4/2023
EPI_ISL_17684384,XBB.1.9.1,China,Hubei,5/4/2023
EPI_ISL_17684139,XBB.1.9.1,China,Sichuan,5/4/2023
EPI_ISL_17684123,XBB.1.5.24,China,Sichuan,5/4/2023
EPI_ISL_17684113,XBB.1.5.24,China,Sichuan,5/4/2023
EPI_ISL_17672046,FY.3,China,Hubei,5/4/2023
EPI_ISL_17645518,FL.2,China,Hubei,5/4/2023
EPI_ISL_17645487,BN.1.2.3,China,Hubei,5/4/2023
EPI_ISL_17645466,BF.7.14.5,China,Hubei,5/4/2023
EPI_ISL_17645408,XBB.1.9.5,China,Sichuan,5/4/2023
EPI_ISL_17850605,DY.2,China,Others,5/4/2023
EPI_ISL_17729788,XBB.1.9.1,China,Anhui,5/4/2023
EPI_ISL_17698114,XBB.1.9.1,China,Guangdong,5/4/2023
EPI_ISL_17697870,XBB.1.16.1,China,Guangdong,5/4/2023
EPI_ISL_17697763,XBB.1.9.1,China,Guangdong,5/4/2023
EPI_ISL_17698182,XBB.1.5.15,China,Guangdong,5/4/2023
EPI_ISL_17698204,XBB.1.22.1,China,Guangdong,5/4/2023
EPI_ISL_17697641,BN.1.2,China,Guangdong,5/4/2023
EPI_ISL_17698044,XBB.1.9.1,China,Guangdong,5/4/2023
EPI_ISL_17684042,BF.7.14,China,Yunnan,5/4/2023
EPI_ISL_17684040,XBB.1.5.24,China,Yunnan,5/4/2023
EPI_ISL_17652363,XBB.1.22.1,China,Anhui,5/4/2023
EPI_ISL_18009828,EG.5.1.1,China,Beijing,5/5/2023
EPI_ISL_18009825,BF.7.14,China,Beijing,5/5/2023
EPI_ISL_18009823,EG.1,China,Beijing,5/5/2023
EPI_ISL_18009819,FL.2.3,China,Beijing,5/5/2023
EPI_ISL_18009800,XBB.1.9.6,China,Beijing,5/5/2023
EPI_ISL_17794940,FR.1,China,Jiangxi,5/5/2023
EPI_ISL_17794931,XBB.2.3,China,Jiangxi,5/5/2023
EPI_ISL_17794930,XBL.3,China,Jiangxi,5/5/2023
EPI_ISL_17794928,FR.1,China,Jiangxi,5/5/2023
EPI_ISL_17794927,FL.2,China,Jiangxi,5/5/2023
EPI_ISL_17794920,FY.3,China,Jiangxi,5/5/2023
EPI_ISL_17794917,BN.1.2,China,Jiangxi,5/5/2023
EPI_ISL_17794909,FY.3,China,Jiangxi,5/5/2023
EPI_ISL_17794307,BN.1.2,China,Jiangxi,5/5/2023
EPI_ISL_17794306,XBL.3,China,Jiangxi,5/5/2023
EPI_ISL_17744661,BN.1.2.3,China,Yunnan,5/5/2023
EPI_ISL_17744598,XBB.1.22.1,China,Anhui,5/5/2023
EPI_ISL_17689349,XBB.1.9.1,China,Fujian,5/5/2023
EPI_ISL_17684440,FL.13.1,China,Hubei,5/5/2023
EPI_ISL_17684180,XBB.1.5.24,China,Sichuan,5/5/2023
EPI_ISL_17671908,FR.1,China,Hubei,5/5/2023
EPI_ISL_17652436,XBB.1.9.2,China,Shanxi,5/5/2023
EPI_ISL_17850624,XBB.1.16,China,Others,5/5/2023
EPI_ISL_17795618,FL.4,China,Jiangsu,5/5/2023
EPI_ISL_17784878,XBB.1.9.1,China,Anhui,5/5/2023
EPI_ISL_17729767,XBB.1.22.1,China,Anhui,5/5/2023
EPI_ISL_17698308,XBB.1.9.1,China,Guangdong,5/5/2023
EPI_ISL_17697632,XBB.1.22.1,China,Guangdong,5/5/2023
EPI_ISL_17684030,CH.1.1,China,Yunnan,5/5/2023
EPI_ISL_17684029,CH.1.1,China,Yunnan,5/5/2023
EPI_ISL_17684054,BN.1.2,China,Yunnan,5/5/2023
EPI_ISL_17684014,CH.1.1,China,Yunnan,5/5/2023
EPI_ISL_17684012,XBB.1.16,China,Yunnan,5/5/2023
EPI_ISL_17683981,XBB.1.9.1,China,Yunnan,5/5/2023
EPI_ISL_17652405,BF.7.14,China,Gansu,5/5/2023
EPI_ISL_17652404,BF.7.14,China,Gansu,5/5/2023
EPI_ISL_18009889,FL.4,China,Beijing,5/6/2023
EPI_ISL_18009833,XBB.1.16.2,China,Beijing,5/6/2023
EPI_ISL_17794944,BN.1.2,China,Jiangxi,5/6/2023
EPI_ISL_17794840,FR.1,China,Jiangxi,5/6/2023
EPI_ISL_17725424,FL.13.1,China,Shanghai,5/6/2023
EPI_ISL_17714286,GY.1,China,Hubei,5/6/2023
EPI_ISL_17696918,FU.1,China,Hubei,5/6/2023
EPI_ISL_17696857,BN.1.2.3,China,Shanghai,5/6/2023
EPI_ISL_17696795,XBB.1.22.1,China,Shanghai,5/6/2023
EPI_ISL_17689365,BN.1.2,China,Fujian,5/6/2023
EPI_ISL_17684394,BN.1.2.3,China,Hubei,5/6/2023
EPI_ISL_17671916,FR.1,China,Hubei,5/6/2023
EPI_ISL_17784889,EG.5.1,China,Anhui,5/6/2023
EPI_ISL_17729790,XBB.1.22.1,China,Anhui,5/6/2023
EPI_ISL_17697744,XBB.1.9.1,China,Guangdong,5/6/2023
EPI_ISL_17698286,XBB.1.9.1,China,Guangdong,5/6/2023
EPI_ISL_17697582,XBB.1.5,China,Guangdong,5/6/2023
EPI_ISL_17697705,XBB.1.9.1,China,Guangdong,5/6/2023
EPI_ISL_18535341,BN.1.2.6,China,Guangdong,5/7/2023
EPI_ISL_18009919,EG.1,China,Beijing,5/7/2023
EPI_ISL_17988253,XBB.1.16,China,Jiangsu,5/7/2023
EPI_ISL_17794837,XBB.1.5.42,China,Jiangxi,5/7/2023
EPI_ISL_17794700,XBB.1.5.24,China,Jiangxi,5/7/2023
EPI_ISL_17794684,XBB.1.9.1,China,Jiangxi,5/7/2023
EPI_ISL_17718374,XBB.1.16,China,Sichuan,5/7/2023
EPI_ISL_17689369,BN.1.2.3,China,Fujian,5/7/2023
EPI_ISL_17689325,XBB.2.3,China,Fujian,5/7/2023
EPI_ISL_17684197,XBB.1.9.5,China,Sichuan,5/7/2023
EPI_ISL_17850628,XBB.1.16,China,Others,5/7/2023
EPI_ISL_17850625,BF.7.14,China,Others,5/7/2023
EPI_ISL_17795749,XBB.1.5.59,China,Jiangsu,5/7/2023
EPI_ISL_17714429,XBB.1.5.24,China,Yunnan,5/7/2023
EPI_ISL_17697922,BN.1.2.3,China,Guangdong,5/7/2023
EPI_ISL_17684011,BF.7.14.1,China,Yunnan,5/7/2023
EPI_ISL_18009927,FL.13.1,China,Beijing,5/8/2023
EPI_ISL_18009922,FU.1,China,Beijing,5/8/2023
EPI_ISL_18009914,XBB.1.42,China,Beijing,5/8/2023
EPI_ISL_18009878,FR.1,China,Beijing,5/8/2023
EPI_ISL_18009853,FY.3,China,Beijing,5/8/2023
EPI_ISL_18009847,FR.1.1,China,Beijing,5/8/2023
EPI_ISL_18009846,FR.1.1,China,Beijing,5/8/2023
EPI_ISL_17794979,XBL.3,China,Jiangxi,5/8/2023
EPI_ISL_17794978,XBB.1.9.1,China,Jiangxi,5/8/2023
EPI_ISL_17794548,FL.2,China,Jiangxi,5/8/2023
EPI_ISL_17794546,FL.2,China,Jiangxi,5/8/2023
EPI_ISL_17793986,XBB.1.16.1,China,Anhui,5/8/2023
EPI_ISL_17744655,XBB.1.22.1,China,Yunnan,5/8/2023
EPI_ISL_17739827,XBB.1.9.1,China,Heilongjiang,5/8/2023
EPI_ISL_17739765,XBB.1.16.1,China,Heilongjiang,5/8/2023
EPI_ISL_17739752,BF.7.14,China,Heilongjiang,5/8/2023
EPI_ISL_17739712,XBB.1.24,China,Heilongjiang,5/8/2023
EPI_ISL_17725362,XBB.1.16,China,Shanghai,5/8/2023
EPI_ISL_17725335,XBB.1.16,China,Shanghai,5/8/2023
EPI_ISL_17725331,FR.1.3,China,Shanghai,5/8/2023
EPI_ISL_17725327,FL.2,China,Shanghai,5/8/2023
EPI_ISL_17725272,XBB.1.5,China,Shanghai,5/8/2023
EPI_ISL_17698827,CH.1.1.1,China,Taiwan,5/8/2023
EPI_ISL_17695191,BN.1.2.3,China,Taiwan,5/8/2023
EPI_ISL_17695189,BN.1.2,China,Taiwan,5/8/2023
EPI_ISL_17689811,XBB.1.24,China,Hong Kong,5/8/2023
EPI_ISL_17689809,XBB.1.9.2,China,Hong Kong,5/8/2023
EPI_ISL_17689807,XBB.1.16.1,China,Hong Kong,5/8/2023
EPI_ISL_17672041,FY.3,China,Hubei,5/8/2023
EPI_ISL_17795734,FY.3,China,Jiangsu,5/8/2023
EPI_ISL_17714356,BN.1.2.3,China,Yunnan,5/8/2023
EPI_ISL_17714361,DY.1,China,Yunnan,5/8/2023
EPI_ISL_17697778,XBB.1.9.1,China,Guangdong,5/8/2023
EPI_ISL_17697611,XBB.1.5.7,China,Guangdong,5/8/2023
EPI_ISL_17697678,XBB.1.9.2,China,Guangdong,5/8/2023
EPI_ISL_17697831,XBB.1.22.1,China,Guangdong,5/8/2023
EPI_ISL_17697580,XBB.1.9.1,China,Guangdong,5/8/2023
EPI_ISL_18009942,XBB.1.42,China,Beijing,5/9/2023
EPI_ISL_18009939,FY.3,China,Beijing,5/9/2023
EPI_ISL_18009938,FY.3,China,Beijing,5/9/2023
EPI_ISL_18009936,FY.3,China,Beijing,5/9/2023
EPI_ISL_18009935,FY.3,China,Beijing,5/9/2023
EPI_ISL_18009933,FR.1,China,Beijing,5/9/2023
EPI_ISL_18009932,FR.1,China,Beijing,5/9/2023
EPI_ISL_18009931,FR.1,China,Beijing,5/9/2023
EPI_ISL_18009929,FR.1,China,Beijing,5/9/2023
EPI_ISL_18009912,XBB.1.16.1,China,Beijing,5/9/2023
EPI_ISL_17794714,FU.1,China,Jiangxi,5/9/2023
EPI_ISL_17794602,FR.1,China,Jiangxi,5/9/2023
EPI_ISL_17794545,FY.3,China,Jiangxi,5/9/2023
EPI_ISL_17739629,XBB.1.16,China,Heilongjiang,5/9/2023
EPI_ISL_17725432,XBB.1.16,China,Shanghai,5/9/2023
EPI_ISL_17725293,BN.1.2,China,Shanghai,5/9/2023
EPI_ISL_17718340,XBB.1.9.1,China,Sichuan,5/9/2023
EPI_ISL_17703959,BN.1.2.3,China,Fujian,5/9/2023
EPI_ISL_17695188,XBB.1.9.2,China,Taiwan,5/9/2023
EPI_ISL_17689825,BN.1.2.3,China,Hong Kong,5/9/2023
EPI_ISL_17689816,XBB.1.9.2,China,Hong Kong,5/9/2023
EPI_ISL_17795639,XBB.1.5.15,China,Jiangsu,5/9/2023
EPI_ISL_17795612,FY.3,China,Jiangsu,5/9/2023
EPI_ISL_17785344,XBB.1.16.2,China,Shanxi,5/9/2023
EPI_ISL_17714386,BF.7.14.1,China,Yunnan,5/9/2023
EPI_ISL_17714454,XBB.1.22.1,China,Yunnan,5/9/2023
EPI_ISL_17697840,XBB.1.16.1,China,Guangdong,5/9/2023
EPI_ISL_17697878,XBB.2.3,China,Guangdong,5/9/2023
EPI_ISL_17998791,XBB.1.16,China,Gansu,5/10/2023
EPI_ISL_17951358,XBB.1.5.17,China,Shanxi,5/10/2023
EPI_ISL_17951340,BF.7.14.5,China,Shanxi,5/10/2023
EPI_ISL_17951331,XBB.1.16.1,China,Shanxi,5/10/2023
EPI_ISL_17951311,BF.7.14,China,Shanxi,5/10/2023
EPI_ISL_17951303,DY.2,China,Shanxi,5/10/2023
EPI_ISL_17951301,XBB.1.19.1,China,Shanxi,5/10/2023
EPI_ISL_17951300,FU.1,China,Shanxi,5/10/2023
EPI_ISL_17951299,DY.2,China,Shanxi,5/10/2023
EPI_ISL_17794544,FY.3,China,Jiangxi,5/10/2023
EPI_ISL_17729966,XBB.1.5.24,China,Hubei,5/10/2023
EPI_ISL_17725478,FL.5,China,Shanghai,5/10/2023
EPI_ISL_17725426,XBB.1.16,China,Shanghai,5/10/2023
EPI_ISL_17704022,BN.1.2,China,Fujian,5/10/2023
EPI_ISL_17689829,BN.1.2,China,Hong Kong,5/10/2023
EPI_ISL_17684264,XBB.1.5.24,China,Shanxi,5/10/2023
EPI_ISL_17795080,FY.3,China,Jiangsu,5/10/2023
EPI_ISL_17778688,BN.1.2,China,Yunnan,5/10/2023
EPI_ISL_17714449,BN.1.2.3,China,Yunnan,5/10/2023
EPI_ISL_17714455,XBB.1.22.1,China,Yunnan,5/10/2023
EPI_ISL_17697969,XBB.1.9.2,China,Guangdong,5/10/2023
EPI_ISL_17697795,XBB.1.9.1,China,Guangdong,5/10/2023
EPI_ISL_17698307,XBB.1.9.1,China,Guangdong,5/10/2023
EPI_ISL_17689268,XBB.1.22.1,China,Anhui,5/10/2023
EPI_ISL_17951412,FL.2,China,Shanxi,5/11/2023
EPI_ISL_17951406,DY.2,China,Shanxi,5/11/2023
EPI_ISL_17951324,FL.4,China,Shanxi,5/11/2023
EPI_ISL_17951318,FR.1,China,Shanxi,5/11/2023
EPI_ISL_17879889,FY.3,China,Sichuan,5/11/2023
EPI_ISL_17794722,EG.5.1,China,Jiangxi,5/11/2023
EPI_ISL_17794716,FU.1,China,Jiangxi,5/11/2023
EPI_ISL_17794393,XBB.2.3.2,China,Jiangxi,5/11/2023
EPI_ISL_17770270,XBB.1.5,China,Shanghai,5/11/2023
EPI_ISL_17762900,FL.2,China,Hong Kong,5/11/2023
EPI_ISL_17744663,XBB.1.9.1,China,Yunnan,5/11/2023
EPI_ISL_17744654,XBB.1.9.1,China,Yunnan,5/11/2023
EPI_ISL_17739698,EG.1,China,Heilongjiang,5/11/2023
EPI_ISL_17724949,FL.5,China,Shanghai,5/11/2023
EPI_ISL_17718448,BN.1.2.3,China,Sichuan,5/11/2023
EPI_ISL_17850650,FR.1,China,Others,5/11/2023
EPI_ISL_17795754,EU.1.1,China,Jiangsu,5/11/2023
EPI_ISL_17795629,EG.5.1,China,Jiangsu,5/11/2023
EPI_ISL_17795575,EU.1.1,China,Jiangsu,5/11/2023
EPI_ISL_17794048,XBB.1.22.2,China,Jiangsu,5/11/2023
EPI_ISL_17794047,FR.1,China,Jiangsu,5/11/2023
EPI_ISL_17714424,BN.1.2.3,China,Yunnan,5/11/2023
EPI_ISL_17714355,XBB.1.16.1,China,Yunnan,5/11/2023
EPI_ISL_17697982,XBB.1.24,China,Guangdong,5/11/2023
EPI_ISL_17697579,XBL,China,Guangdong,5/11/2023
EPI_ISL_17998799,FR.1.3,China,Gansu,5/12/2023
EPI_ISL_17744686,XBB.1.9.1,China,Yunnan,5/12/2023
EPI_ISL_17725278,XBB.1.9.2,China,Shanghai,5/12/2023
EPI_ISL_17704007,BN.1.2.3,China,Fujian,5/12/2023
EPI_ISL_17695174,XBB.1.9.1,China,Taiwan,5/12/2023
EPI_ISL_17850769,FR.1,China,Sichuan,5/12/2023
EPI_ISL_17850647,EG.5,China,Others,5/12/2023
EPI_ISL_17795764,EU.1.1,China,Jiangsu,5/12/2023
EPI_ISL_17795755,EU.1.1,China,Jiangsu,5/12/2023
EPI_ISL_17725516,BN.1.2.3,China,Yunnan,5/12/2023
EPI_ISL_17714421,XBB.1.5.24,China,Yunnan,5/12/2023
EPI_ISL_17762933,FL.2,China,Hong Kong,5/13/2023
EPI_ISL_17739628,XBB.1.9.1,China,Heilongjiang,5/13/2023
EPI_ISL_17725283,XBB.1.5,China,Shanghai,5/13/2023
EPI_ISL_17724982,EG.4,China,Shanghai,5/13/2023
EPI_ISL_17720652,XBB.1.9.1,China,Taiwan,5/13/2023
EPI_ISL_17720649,XBB.1.16.1,China,Taiwan,5/13/2023
EPI_ISL_17714342,EG.5.1,China,Hubei,5/13/2023
EPI_ISL_17704046,BN.1.2,China,Fujian,5/13/2023
EPI_ISL_17704003,XBB.1.9.1,China,Fujian,5/13/2023
EPI_ISL_17703951,XBB.2.3,China,Fujian,5/13/2023
EPI_ISL_17703943,XBB.2.3,China,Fujian,5/13/2023
EPI_ISL_17689836,XBB.1.9.2,China,Hong Kong,5/13/2023
EPI_ISL_17689834,XBB.1.16,China,Hong Kong,5/13/2023
EPI_ISL_17850150,FY.3,China,Anhui,5/13/2023
EPI_ISL_17795625,XBB.1.16,China,Jiangsu,5/13/2023
EPI_ISL_17778739,FY.3,China,Yunnan,5/13/2023
EPI_ISL_17714414,BN.1.2,China,Yunnan,5/13/2023
EPI_ISL_17801773,XBB.1.9.1,China,Fujian,5/14/2023
EPI_ISL_17794849,XBB.1.5.42,China,Jiangxi,5/14/2023
EPI_ISL_17794847,XBB.1.5.42,China,Jiangxi,5/14/2023
EPI_ISL_17794845,XBB.1.5.24,China,Jiangxi,5/14/2023
EPI_ISL_17794727,XBB.1.5.24,China,Jiangxi,5/14/2023
EPI_ISL_17762932,EG.5.1,China,Hong Kong,5/14/2023
EPI_ISL_17744717,XBB.1.16,China,Yunnan,5/14/2023
EPI_ISL_17739633,XBB.1.9.1,China,Heilongjiang,5/14/2023
EPI_ISL_17729958,FY.3,China,Hubei,5/14/2023
EPI_ISL_17725012,FY.2,China,Shanghai,5/14/2023
EPI_ISL_17723144,XBB.1.9.1,China,Taiwan,5/14/2023
EPI_ISL_17718413,BN.1.2.3,China,Sichuan,5/14/2023
EPI_ISL_17808131,FR.1,China,Anhui,5/15/2023
EPI_ISL_17801753,FR.1,China,Fujian,5/15/2023
EPI_ISL_17794560,XBB.1.5.24,China,Jiangxi,5/15/2023
EPI_ISL_17794312,XBB.1.16,China,Jiangxi,5/15/2023
EPI_ISL_17770330,FL.2,China,Shanghai,5/15/2023
EPI_ISL_17770326,FE.1.1,China,Shanghai,5/15/2023
EPI_ISL_17769971,XBL.3,China,Shanghai,5/15/2023
EPI_ISL_17744713,XBB.1.9.1,China,Yunnan,5/15/2023
EPI_ISL_17739820,DY.2,China,Heilongjiang,5/15/2023
EPI_ISL_17739674,XBB.1.16,China,Heilongjiang,5/15/2023
EPI_ISL_17730025,XBB.1.16,China,Others,5/15/2023
EPI_ISL_17725031,FY.2,China,Shanghai,5/15/2023
EPI_ISL_17724937,EG.5.1.1,China,Hubei,5/15/2023
EPI_ISL_17714298,EG.5.1.1,China,Hubei,5/15/2023
EPI_ISL_17714295,FL.13.1,China,Hubei,5/15/2023
EPI_ISL_17704051,XBB.1.9.2,China,Fujian,5/15/2023
EPI_ISL_17703991,XBB.1.5.24,China,Fujian,5/15/2023
EPI_ISL_17703986,XBB.1.9.1,China,Fujian,5/15/2023
EPI_ISL_17703985,BN.1.2.3,China,Fujian,5/15/2023
EPI_ISL_17808299,BF.7.14,China,Yunnan,5/15/2023
EPI_ISL_17795624,FL.4,China,Jiangsu,5/15/2023
EPI_ISL_17718407,XBB.1.22.1,China,Sichuan,5/15/2023
EPI_ISL_18373116,EG.5.1.1,China,Guangdong,5/16/2023
EPI_ISL_17998788,EG.5.1.1,China,Gansu,5/16/2023
EPI_ISL_17795316,FR.1.1,China,Shanghai,5/16/2023
EPI_ISL_17794606,FY.3,China,Jiangxi,5/16/2023
EPI_ISL_17793993,XBB.1.5,China,Anhui,5/16/2023
EPI_ISL_17770399,FU.1,China,Others,5/16/2023
EPI_ISL_17770290,BF.7.14,China,Shanghai,5/16/2023
EPI_ISL_17770276,XBB.1.16,China,Shanghai,5/16/2023
EPI_ISL_17762920,EG.5.1,China,Hong Kong,5/16/2023
EPI_ISL_17739837,XBB.1.16,China,Heilongjiang,5/16/2023
EPI_ISL_17739816,BN.1.2.3,China,Heilongjiang,5/16/2023
EPI_ISL_17725042,FL.5,China,Shanghai,5/16/2023
EPI_ISL_17723156,XBB.1.9.2,China,Taiwan,5/16/2023
EPI_ISL_17718428,XBB.1.22.1,China,Sichuan,5/16/2023
EPI_ISL_17795705,FR.1,China,Jiangsu,5/16/2023
EPI_ISL_17795099,FL.2,China,Jiangsu,5/16/2023
EPI_ISL_18208091,BN.1.3,China,Taiwan,5/17/2023
EPI_ISL_18041689,XBB.2.3,China,Taiwan,5/17/2023
EPI_ISL_17850597,EG.5.1,China,Henan,5/17/2023
EPI_ISL_17794888,FY.3,China,Jiangxi,5/17/2023
EPI_ISL_17770372,XBB.1.5,China,Shanghai,5/17/2023
EPI_ISL_17744780,XBB.1.9.2,China,Yunnan,5/17/2023
EPI_ISL_17744674,BN.1.2.3,China,Yunnan,5/17/2023
EPI_ISL_17736051,XBB.1.22.1,China,Sichuan,5/17/2023
EPI_ISL_17725157,XBB.1.9.2,China,Shanghai,5/17/2023
EPI_ISL_17725143,XBB.1.5,China,Shanghai,5/17/2023
EPI_ISL_17795098,XBB.1.16.1,China,Jiangsu,5/17/2023
EPI_ISL_17770400,FU.1,China,Others,5/18/2023
EPI_ISL_17762895,XBB.1.17.1,China,Hong Kong,5/18/2023
EPI_ISL_17744712,XBB.1.22.1,China,Yunnan,5/18/2023
EPI_ISL_17744643,XBB.1.5.24,China,Yunnan,5/18/2023
EPI_ISL_17725210,XBL.3,China,Shanghai,5/18/2023
EPI_ISL_17725209,XBL.3,China,Shanghai,5/18/2023
EPI_ISL_17725109,XBL.2,China,Shanghai,5/18/2023
EPI_ISL_17778608,XBB.1.22.1,China,Yunnan,5/18/2023
EPI_ISL_17778613,BN.1.2,China,Yunnan,5/18/2023
EPI_ISL_18496151,XBB.1.16.7,China,Gansu,5/19/2023
EPI_ISL_18217155,XBB.1.5,China,Henan,5/19/2023
EPI_ISL_18217135,XBB.1.5,China,Henan,5/19/2023
EPI_ISL_18040207,FR.1.3,China,Gansu,5/19/2023
EPI_ISL_18030714,XBB.2.3.2,China,Taiwan,5/19/2023
EPI_ISL_18030711,BN.1.3,China,Taiwan,5/19/2023
EPI_ISL_18030709,XBB.2.3.2,China,Taiwan,5/19/2023
EPI_ISL_17988279,XBB.1.16,China,Jiangsu,5/19/2023
EPI_ISL_17978580,XBB.1.16,China,Sichuan,5/19/2023
EPI_ISL_17801951,FY.3,China,Fujian,5/19/2023
EPI_ISL_17794749,FR.1,China,Jiangxi,5/19/2023
EPI_ISL_17793995,XBB.1.5.24,China,Anhui,5/19/2023
EPI_ISL_17783568,EG.5.1,China,Gansu,5/19/2023
EPI_ISL_17778557,XBB.1.16,China,Sichuan,5/19/2023
EPI_ISL_17744800,XBB.2.3,China,Yunnan,5/19/2023
EPI_ISL_17744795,XBB.2.3,China,Yunnan,5/19/2023
EPI_ISL_17744770,BN.1.2.3,China,Yunnan,5/19/2023
EPI_ISL_17730034,FR.1.1,China,Shanxi,5/19/2023
EPI_ISL_17725242,FE.1.1.3,China,Shanghai,5/19/2023
EPI_ISL_17725241,GF.1,China,Shanghai,5/19/2023
EPI_ISL_17703752,XBB.1.16.1,China,Beijing,5/19/2023
EPI_ISL_17703751,XBB.1.9.2,China,Beijing,5/19/2023
EPI_ISL_17703750,XBB.1.9.2,China,Beijing,5/19/2023
