strain,lineage,date,country,province
EPI_ISL_17725002_new,XBB.2.3*,2023-05-14,China,Shanghai
EPI_ISL_17725001_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17725000_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17724999_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17724942_new,XBB.1.16*,2023-05-14,China,Shanghai
EPI_ISL_17724939_new,XBB.1.5*,2023-05-14,China,Shanghai
EPI_ISL_17723144_new,XBB.1.9*,2023-05-14,China,Taiwan
EPI_ISL_17720640_new,XBB.1.16*,2023-05-14,China,Taiwan
EPI_ISL_17718437_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718436_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718435_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718432_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718431_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718430_new,XBB.1.5*,2023-05-14,China,Sichuan
EPI_ISL_17718426_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718424_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17718423_new,XBB.1.16*,2023-05-14,China,Sichuan
EPI_ISL_17718416_new,XBB.1.16*,2023-05-14,China,Sichuan
EPI_ISL_17718413_new,BA.2.75*,2023-05-14,China,Sichuan
EPI_ISL_17714301_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17714283_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17714281_new,XBB.1.9*,2023-05-14,China,Hubei
EPI_ISL_17714275_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17714274_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17714269_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17704049_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704048_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704045_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704044_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704043_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704042_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704041_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704040_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704036_new,XBB.2.3*,2023-05-14,China,Fujian
EPI_ISL_17704011_new,XBB.1.5*,2023-05-14,China,Fujian
EPI_ISL_17703973_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17703962_new,XBB.1.9*,2023-05-14,China,Fujian
EPI_ISL_17795775_new,XBB.1.9*,2023-05-14,China,Jiangsu
EPI_ISL_17795632_new,XBB.1.22*,2023-05-14,China,Jiangsu
EPI_ISL_17795578_new,XBB.1.5*,2023-05-14,China,Jiangsu
EPI_ISL_17795577_new,XBB.1.9*,2023-05-14,China,Jiangsu
EPI_ISL_17795574_new,XBB.1.5*,2023-05-14,China,Jiangsu
EPI_ISL_17795573_new,XBB.1.22*,2023-05-14,China,Jiangsu
EPI_ISL_17795090_new,BA.5.2*,2023-05-14,China,Jiangsu
EPI_ISL_17794055_new,XBB.1.16*,2023-05-14,China,Jiangsu
EPI_ISL_17794054_new,XBB.1.22*,2023-05-14,China,Jiangsu
EPI_ISL_17778647_new,XBB.1.16*,2023-05-14,China,Yunnan
EPI_ISL_17735979_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17735975_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_17735984_new,XBB.1.9*,2023-05-14,China,Sichuan
EPI_ISL_18278877_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_18208085_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_18208084_new,XBB.1.22*,2023-05-15,China,Taiwan
EPI_ISL_18030696_new,Others,2023-05-15,China,Taiwan
EPI_ISL_18014668_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_17998874_new,BA.5.2*,2023-05-15,China,Gansu
EPI_ISL_17998797_new,XBB.1.5*,2023-05-15,China,Gansu
EPI_ISL_17988305_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17988304_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988303_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988272_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988264_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988263_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988262_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988261_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988256_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17988244_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988243_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988232_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17988231_new,Others,2023-05-15,China,Jiangsu
EPI_ISL_17988230_new,Others,2023-05-15,China,Jiangsu
EPI_ISL_17988229_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988228_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17988227_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988226_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17988215_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17988214_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988212_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17988211_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17988210_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17988164_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17978484_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17978476_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17978466_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17978465_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17879904_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17879902_new,XBB.1.5*,2023-05-15,China,Sichuan
EPI_ISL_17879895_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17879888_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17879887_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17850596_new,XBB.1.16*,2023-05-15,China,Henan
EPI_ISL_17830351_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17830350_new,XBB.1.22*,2023-05-15,China,Hubei
EPI_ISL_17830349_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17830348_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17830346_new,XBB.1.22*,2023-05-15,China,Hubei
EPI_ISL_17808131_new,BA.2.75*,2023-05-15,China,Anhui
EPI_ISL_17808130_new,XBB.1.5*,2023-05-15,China,Anhui
EPI_ISL_17808129_new,XBB.1.22*,2023-05-15,China,Anhui
EPI_ISL_17801937_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17801936_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17801935_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17801774_new,XBB.1.16*,2023-05-15,China,Fujian
EPI_ISL_17801770_new,XBB.1.5*,2023-05-15,China,Fujian
EPI_ISL_17801764_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17801753_new,BA.2.75*,2023-05-15,China,Fujian
EPI_ISL_17794985_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17794887_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794850_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17794844_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794740_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794739_new,XBB.1.5*,2023-05-15,China,Jiangxi
EPI_ISL_17794738_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794737_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794736_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794732_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794731_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794560_new,XBB.1.5*,2023-05-15,China,Jiangxi
EPI_ISL_17794559_new,Others,2023-05-15,China,Jiangxi
EPI_ISL_17794395_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17794392_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17794314_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17794313_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794312_new,XBB.1.16*,2023-05-15,China,Jiangxi
EPI_ISL_17794311_new,XBB.1.9*,2023-05-15,China,Jiangxi
EPI_ISL_17793992_new,XBB.1.5*,2023-05-15,China,Anhui
EPI_ISL_17793991_new,XBB.1.5*,2023-05-15,China,Anhui
EPI_ISL_17793990_new,XBB.1.16*,2023-05-15,China,Anhui
EPI_ISL_17783576_new,XBB.1.9*,2023-05-15,China,Gansu
EPI_ISL_17778575_new,XBB.1.16*,2023-05-15,China,Sichuan
EPI_ISL_17778559_new,XBB.1.5*,2023-05-15,China,Sichuan
EPI_ISL_17770393_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770350_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770349_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770348_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770347_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770346_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770345_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770344_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770343_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770342_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770341_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770340_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770339_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770338_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770337_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770336_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770335_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770334_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17770333_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770332_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770331_new,Others,2023-05-15,China,Shanghai
EPI_ISL_17770330_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770329_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17770328_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17770327_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770326_new,Others,2023-05-15,China,Shanghai
EPI_ISL_17770325_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770324_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770323_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770317_new,Others,2023-05-15,China,Shanghai
EPI_ISL_17770316_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770315_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770314_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770313_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770312_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770311_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770310_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770309_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17770308_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770307_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770306_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770262_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770261_new,XBB.2.3*,2023-05-15,China,Shanghai
EPI_ISL_17770260_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770259_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770258_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770257_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770228_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770227_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770226_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770225_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770224_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770223_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770222_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770221_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770203_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770202_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770201_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17770200_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770199_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770198_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770197_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17770173_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17770172_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17769971_new,Others,2023-05-15,China,Shanghai
EPI_ISL_17769970_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17769969_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17769927_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17769926_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17769923_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17769922_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17769919_new,BF.7.14*,2023-05-15,China,Qinghai
EPI_ISL_17769917_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17769916_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17744786_new,XBB.1.16*,2023-05-15,China,Yunnan
EPI_ISL_17744774_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744771_new,XBB.1.5*,2023-05-15,China,Yunnan
EPI_ISL_17744767_new,XBB.1.16*,2023-05-15,China,Yunnan
EPI_ISL_17744766_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744760_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744752_new,BF.7.14*,2023-05-15,China,Yunnan
EPI_ISL_17744746_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744739_new,XBB.2.3*,2023-05-15,China,Yunnan
EPI_ISL_17744730_new,XBB.1.16*,2023-05-15,China,Yunnan
EPI_ISL_17744719_new,BA.2.75*,2023-05-15,China,Yunnan
EPI_ISL_17744714_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744713_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17744696_new,XBB.1.22*,2023-05-15,China,Yunnan
EPI_ISL_17744692_new,XBB.1.16*,2023-05-15,China,Yunnan
EPI_ISL_17744691_new,BA.5.2*,2023-05-15,China,Yunnan
EPI_ISL_17744644_new,XBB.1.16*,2023-05-15,China,Yunnan
EPI_ISL_17739834_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739820_new,BA.5.2*,2023-05-15,China,Heilongjiang
EPI_ISL_17739792_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739758_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739742_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739727_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739720_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739714_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739713_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739710_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739688_new,BA.2.75*,2023-05-15,China,Heilongjiang
EPI_ISL_17739674_new,XBB.1.16*,2023-05-15,China,Heilongjiang
EPI_ISL_17739672_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739669_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739645_new,XBB.1.9*,2023-05-15,China,Heilongjiang
EPI_ISL_17739638_new,Others,2023-05-15,China,Heilongjiang
EPI_ISL_17736023_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17736020_new,XBB.1.5*,2023-05-15,China,Sichuan
EPI_ISL_17736019_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17736015_new,XBB.1.9*,2023-05-15,China,Sichuan
EPI_ISL_17730026_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17730025_new,XBB.1.16*,2023-05-15,China,Qinghai
EPI_ISL_17729990_new,XBB.1.9*,2023-05-15,China,Qinghai
EPI_ISL_17729844_new,XBB.1.16*,2023-05-15,China,Fujian
EPI_ISL_17729843_new,XBB.1.5*,2023-05-15,China,Fujian
EPI_ISL_17729833_new,XBB.1.5*,2023-05-15,China,Fujian
EPI_ISL_17729831_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17729824_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17729823_new,XBB.1.16*,2023-05-15,China,Fujian
EPI_ISL_17725514_new,XBB.2.3*,2023-05-15,China,Shanghai
EPI_ISL_17725497_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17725496_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725495_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725494_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17725493_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725492_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725491_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725461_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17725460_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725459_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725458_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725454_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17725453_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725033_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17725032_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725031_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17725030_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725029_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17725028_new,XBB.1.22*,2023-05-15,China,Shanghai
EPI_ISL_17725027_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725026_new,XBB.1.9*,2023-05-15,China,Shanghai
EPI_ISL_17725025_new,XBB.1.16*,2023-05-15,China,Shanghai
EPI_ISL_17725024_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17725023_new,XBB.1.5*,2023-05-15,China,Shanghai
EPI_ISL_17724937_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17724936_new,XBB.1.5*,2023-05-15,China,Hubei
EPI_ISL_17723150_new,XBB.2.3*,2023-05-15,China,Taiwan
EPI_ISL_17723147_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_17723143_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_17723139_new,XBB.1.5*,2023-05-15,China,Taiwan
EPI_ISL_17720641_new,XBB.1.16*,2023-05-15,China,Taiwan
EPI_ISL_17718445_new,XBB.1.16*,2023-05-15,China,Sichuan
EPI_ISL_17718434_new,XBB.1.16*,2023-05-15,China,Sichuan
EPI_ISL_17714349_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714343_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714339_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714338_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714323_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714322_new,XBB.1.22*,2023-05-15,China,Hubei
EPI_ISL_17714320_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714319_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714318_new,XBB.1.5*,2023-05-15,China,Hubei
EPI_ISL_17714309_new,XBB.1.16*,2023-05-15,China,Hubei
EPI_ISL_17714308_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714307_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714306_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714302_new,XBB.1.5*,2023-05-15,China,Hubei
EPI_ISL_17714300_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714299_new,XBB.1.22*,2023-05-15,China,Hubei
EPI_ISL_17714298_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714296_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17714295_new,XBB.1.9*,2023-05-15,China,Hubei
EPI_ISL_17704052_new,XBB.1.16*,2023-05-15,China,Fujian
EPI_ISL_17704051_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17703991_new,XBB.1.5*,2023-05-15,China,Fujian
EPI_ISL_17703986_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17703985_new,BA.2.75*,2023-05-15,China,Fujian
EPI_ISL_17703980_new,XBB.1.9*,2023-05-15,China,Fujian
EPI_ISL_17850151_new,XBB.1.9*,2023-05-15,China,Anhui
EPI_ISL_17850665_new,BA.2.75*,2023-05-15,China,Liaoning
EPI_ISL_17850664_new,BA.2.75*,2023-05-15,China,Liaoning
EPI_ISL_17850654_new,XBB.1.9*,2023-05-15,China,Liaoning
EPI_ISL_17850642_new,BA.2.75*,2023-05-15,China,Liaoning
EPI_ISL_17808299_new,BF.7.14*,2023-05-15,China,Yunnan
EPI_ISL_17795773_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17795762_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17795700_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17795671_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17795624_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17795623_new,XBB.1.22*,2023-05-15,China,Jiangsu
EPI_ISL_17795622_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17795585_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17795086_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17795084_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17795082_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17794052_new,XBB.1.9*,2023-05-15,China,Jiangsu
EPI_ISL_17794051_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17794050_new,XBB.1.5*,2023-05-15,China,Jiangsu
EPI_ISL_17794026_new,XBB.1.16*,2023-05-15,China,Jiangsu
EPI_ISL_17785240_new,XBB.1.9*,2023-05-15,China,Xinjiang
EPI_ISL_17778725_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17778727_new,XBB.1.9*,2023-05-15,China,Yunnan
EPI_ISL_17718407_new,XBB.1.22*,2023-05-15,China,Sichuan
EPI_ISL_18373116_new,XBB.1.9*,2023-05-16,China,Guangdong
EPI_ISL_18208083_new,XBB.1.16*,2023-05-16,China,Taiwan
EPI_ISL_18030697_new,BA.2.75*,2023-05-16,China,Taiwan
EPI_ISL_17998860_new,XBB.1.5*,2023-05-16,China,Gansu
EPI_ISL_17998859_new,XBB.1.9*,2023-05-16,China,Gansu
EPI_ISL_17998796_new,XBB.1.16*,2023-05-16,China,Gansu
EPI_ISL_17998788_new,XBB.1.9*,2023-05-16,China,Gansu
EPI_ISL_17998785_new,XBB.1.5*,2023-05-16,China,Gansu
EPI_ISL_17988257_new,XBB.1.22*,2023-05-16,China,Jiangsu
EPI_ISL_17988247_new,XBB.1.16*,2023-05-16,China,Jiangsu
EPI_ISL_17988246_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988245_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988242_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988241_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988240_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988181_new,XBB.1.5*,2023-05-16,China,Jiangsu
EPI_ISL_17988178_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17988177_new,XBB.1.9*,2023-05-16,China,Jiangsu
EPI_ISL_17987965_new,XBB.1.9*,2023-05-16,China,Anhui
EPI_ISL_17978486_new,XBB.1.22*,2023-05-16,China,Jiangsu
EPI_ISL_17978475_new,XBB.1.5*,2023-05-16,China,Jiangsu
EPI_ISL_17978458_new,XBB.1.16*,2023-05-16,China,Jiangsu
EPI_ISL_17978444_new,XBB.1.22*,2023-05-16,China,Jiangsu
EPI_ISL_17978430_new,XBB.1.22*,2023-05-16,China,Jiangsu
EPI_ISL_17879903_new,XBB.1.9*,2023-05-16,China,Sichuan
EPI_ISL_17808132_new,XBB.1.5*,2023-05-16,China,Anhui
EPI_ISL_17801968_new,XBB.1.9*,2023-05-16,China,Fujian
EPI_ISL_17801961_new,XBB.1.9*,2023-05-16,China,Fujian
EPI_ISL_17801772_new,XBB.1.9*,2023-05-16,China,Fujian
EPI_ISL_17801771_new,XBB.1.22*,2023-05-16,China,Fujian
EPI_ISL_17801767_new,XBB.1.9*,2023-05-16,China,Fujian
EPI_ISL_17801766_new,Others,2023-05-16,China,Fujian
EPI_ISL_17801765_new,XBB.1.16*,2023-05-16,China,Fujian
EPI_ISL_17801763_new,Others,2023-05-16,China,Fujian
